hour_time,wd_CLE,ws_CLE,wd_BKL,ws_BKL
2024-11-09 20,100,2.57222,20,1.543332
2024-11-09 21,70,4.115552,60,4.629996
2024-11-09 22,100,2.57222,70,3.601108
2024-11-09 23,100,2.57222,70,2.057776
2024-11-10 00,100,2.57222,60,2.57222
2024-11-10 01,100,3.601108,0,0
2024-11-10 02,120,3.086664,110,2.057776
2024-11-10 03,140,4.115552,150,4.115552
2024-11-10 04,150,3.601108,140,6.173328
2024-11-10 05,160,3.086664,140,4.629996
2024-11-10 06,170,4.115552,140,3.601108
2024-11-10 07,160,4.629996,140,4.115552
2024-11-10 08,160,4.115552,150,7.71666
2024-11-10 09,160,4.115552,150,7.71666
2024-11-10 10,190,3.086664,160,5.6588840000000005
2024-11-10 11,190,4.115552,150,6.173328
2024-11-10 12,190,4.115552,150,7.71666
2024-11-10 13,180,5.6588840000000005,160,7.71666
2024-11-10 14,180,6.687772,160,9.259992
2024-11-10 15,180,6.687772,160,9.259992
2024-11-10 16,190,6.173328,170,6.687772
2024-11-10 17,190,6.687772,180,9.259992
2024-11-10 18,190,5.14444,180,7.202216
2024-11-10 19,190,5.6588840000000005,170,6.173328
2024-11-10 20,190,7.202216,170,8.231104
2024-11-10 21,190,5.6588840000000005,180,8.231104
2024-11-10 22,200,6.687772,180,7.71666
2024-11-10 23,200,6.687772,180,8.231104
2024-11-11 00,180,5.14444,170,6.173328
2024-11-11 01,190,5.6588840000000005,180,7.202216
2024-11-11 02,200,4.629996,200,7.202216
2024-11-11 03,270,10.28888,250,11.317768000000001
2024-11-11 04,250,7.202216,250,8.745548
2024-11-11 05,250,7.202216,240,8.231104
2024-11-11 06,240,5.14444,240,6.687772
2024-11-11 07,240,4.629996,230,6.687772
2024-11-11 08,230,3.086664,230,5.6588840000000005
2024-11-11 09,230,4.115552,210,6.173328
2024-11-11 10,230,5.14444,220,5.6588840000000005
2024-11-11 11,230,4.629996,220,4.629996
2024-11-11 12,220,5.14444,210,7.202216
2024-11-11 13,220,4.629996,210,6.173328
2024-11-11 14,240,5.6588840000000005,220,7.202216
2024-11-11 15,240,6.173328,230,7.71666
2024-11-11 16,230,7.71666,230,6.687772
2024-11-11 17,250,9.259992,240,10.28888
2024-11-11 18,260,6.687772,240,9.259992
2024-11-11 19,250,8.231104,230,7.71666
2024-11-11 20,250,7.202216,240,8.231104
2024-11-11 21,240,6.173328,230,7.202216
2024-11-11 22,250,6.687772,240,7.202216
2024-11-11 23,260,6.173328,280,12.8611
2024-11-12 00,310,8.745548,310,13.889988
2024-11-12 01,320,7.202216,310,10.28888
2024-11-12 02,320,7.71666,300,10.28888
2024-11-12 03,320,7.202216,310,8.745548
2024-11-12 04,330,7.202216,330,8.745548
2024-11-12 05,320,6.173328,330,8.231104
2024-11-12 06,350,7.71666,330,10.28888
2024-11-12 07,360,7.202216,340,10.28888
2024-11-12 08,360,6.687772,10,10.28888
2024-11-12 09,10,6.687772,10,9.259992
2024-11-12 10,360,8.231104,20,8.745548
2024-11-12 11,10,7.202216,10,9.259992
2024-11-12 12,10,6.687772,20,8.231104
2024-11-12 13,40,6.687772,20,8.745548
2024-11-12 14,40,6.687772,30,7.71666
2024-11-12 15,30,5.6588840000000005,60,5.14444
2024-11-12 16,50,6.173328,30,5.6588840000000005
2024-11-12 17,30,5.6588840000000005,20,6.173328
2024-11-12 18,30,7.71666,40,7.71666
2024-11-12 19,40,7.202216,30,5.6588840000000005
2024-11-12 20,40,7.202216,30,5.14444
2024-11-12 21,40,4.115552,40,5.6588840000000005
2024-11-12 22,40,4.115552,60,5.14444
2024-11-12 23,50,3.601108,70,4.629996
2024-11-13 00,60,2.057776,70,3.601108
2024-11-13 01,80,3.086664,100,4.115552
2024-11-13 02,70,3.601108,90,3.601108
2024-11-13 03,100,2.57222,90,3.601108
2024-11-13 04,90,4.629996,100,2.57222
2024-11-13 05,100,4.629996,100,5.14444
2024-11-13 06,100,4.115552,100,4.115552
2024-11-13 07,130,2.57222,130,2.057776
2024-11-13 08,110,3.086664,0,0
2024-11-13 09,110,3.601108,100,5.14444
2024-11-13 11,110,3.086664,110,1.543332
2024-11-13 12,110,6.173328,120,4.629996
2024-11-13 13,120,5.14444,120,2.057776
2024-11-13 14,140,3.601108,130,3.086664
2024-11-13 16,150,3.086664,140,4.629996
2024-11-13 17,120,4.629996,130,4.115552
2024-11-13 18,120,4.629996,110,5.14444
2024-11-13 19,110,4.115552,100,6.173328
2024-11-13 20,130,3.086664,100,4.629996
2024-11-13 21,120,4.629996,120,4.629996
2024-11-13 22,120,5.14444,110,3.601108
2024-11-13 23,140,5.14444,140,5.6588840000000005
2024-11-14 00,140,4.629996,130,5.6588840000000005
2024-11-14 01,140,5.6588840000000005,130,5.6588840000000005
2024-11-14 02,140,7.71666,140,5.14444
2024-11-14 03,150,4.629996,140,5.6588840000000005
2024-11-14 04,140,5.14444,120,7.202216
2024-11-14 05,140,6.687772,130,6.173328
2024-11-14 06,150,5.14444,140,7.71666
2024-11-14 07,170,7.202216,140,6.173328
2024-11-14 08,150,5.14444,150,4.115552
2024-11-14 09,150,5.6588840000000005,150,6.687772
2024-11-14 10,150,5.14444,140,7.71666
2024-11-14 11,150,6.687772,130,7.71666
2024-11-14 12,140,7.202216,140,7.202216
2024-11-14 13,150,7.71666,140,10.28888
2024-11-14 14,150,8.231104,150,11.317768000000001
2024-11-14 15,160,8.745548,150,10.28888
2024-11-14 16,150,6.687772,150,11.317768000000001
2024-11-14 17,160,6.687772,150,9.774436
2024-11-14 18,160,6.687772,150,8.745548
2024-11-14 19,160,5.14444,150,7.202216
2024-11-14 20,160,4.629996,130,6.687772
2024-11-14 21,150,4.115552,140,6.687772
2024-11-14 22,150,2.57222,150,6.173328
2024-11-14 23,150,3.601108,140,5.6588840000000005
2024-11-15 00,150,3.601108,150,6.687772
2024-11-15 01,170,2.57222,140,5.6588840000000005
2024-11-15 02,160,3.601108,160,5.6588840000000005
2024-11-15 03,170,3.601108,160,5.6588840000000005
2024-11-15 04,180,3.086664,150,5.14444
2024-11-15 05,200,3.086664,160,4.115552
2024-11-15 06,210,2.057776,160,3.086664
2024-11-15 07,270,2.57222,220,3.601108
2024-11-15 08,270,3.086664,280,5.14444
2024-11-15 09,280,3.086664,280,6.173328
2024-11-15 10,280,2.57222,290,6.173328
2024-11-15 11,270,3.086664,270,6.173328
2024-11-15 12,280,3.086664,290,5.14444
2024-11-15 13,270,3.601108,270,6.687772
2024-11-15 14,270,4.115552,290,5.14444
2024-11-15 15,280,4.115552,280,6.173328
2024-11-15 16,290,5.14444,280,7.202216
2024-11-15 17,270,4.115552,290,7.71666
2024-11-15 18,270,3.601108,290,7.202216
2024-11-15 19,270,2.057776,290,7.202216
2024-11-15 20,280,2.57222,290,4.629996
2024-11-15 21,300,3.601108,300,6.173328
2024-11-15 22,290,3.086664,320,7.202216
2024-11-15 23,310,3.086664,330,7.202216
2024-11-16 00,330,4.115552,330,6.687772
2024-11-16 01,350,5.14444,340,7.71666
2024-11-16 02,340,4.115552,350,7.202216
2024-11-16 03,340,4.629996,340,7.202216
2024-11-16 04,330,4.115552,340,8.745548
2024-11-16 05,350,4.629996,350,8.231104
2024-11-16 06,350,3.601108,330,7.202216
2024-11-16 07,350,4.629996,330,6.173328
2024-11-16 08,340,4.629996,360,6.687772
2024-11-16 09,310,3.601108,330,5.14444
2024-11-16 10,340,3.086664,340,6.173328
2024-11-16 11,340,4.115552,340,6.687772
2024-11-16 12,360,3.086664,360,4.115552
2024-11-16 13,340,2.57222,350,5.14444
2024-11-16 14,350,3.086664,360,4.115552
2024-11-16 15,330,2.057776,340,3.601108
2024-11-16 16,320,1.543332,350,2.057776
2024-11-16 17,320,2.057776,340,2.057776
2024-11-16 18,340,2.57222,60,1.543332
2024-11-16 19,330,1.543332,0,0
2024-11-16 20,310,1.543332,0,0
2024-11-16 21,0,0,0,0
2024-11-16 22,260,1.543332,210,1.543332
2024-11-16 23,200,2.057776,0,0
2024-11-17 00,170,2.057776,140,2.057776
2024-11-17 01,150,2.057776,150,2.57222
2024-11-17 02,170,2.057776,140,2.057776
2024-11-17 03,170,2.57222,130,2.57222
2024-11-17 04,180,1.543332,150,1.543332
2024-11-17 05,190,2.057776,160,2.057776
2024-11-17 06,160,2.057776,150,1.543332
2024-11-17 07,160,2.57222,150,2.057776
2024-11-17 08,150,2.057776,150,2.57222
2024-11-17 09,150,2.057776,160,3.086664
2024-11-17 10,150,2.057776,170,2.57222
2024-11-17 11,150,2.057776,150,3.086664
2024-11-17 12,150,3.086664,160,3.086664
2024-11-17 13,160,2.57222,150,4.115552
2024-11-17 14,160,3.601108,160,5.14444
2024-11-17 15,190,4.115552,160,7.202216
2024-11-17 16,180,6.173328,150,5.6588840000000005
2024-11-17 17,180,4.115552,150,4.115552
2024-11-17 18,190,5.14444,160,4.115552
2024-11-17 19,210,6.687772,160,4.629996
2024-11-17 20,190,4.115552,180,4.629996
2024-11-17 21,190,3.086664,180,4.115552
2024-11-17 22,180,2.57222,160,5.14444
2024-11-17 23,180,4.115552,160,4.629996
2024-11-18 00,210,4.629996,160,3.086664
2024-11-18 01,200,4.629996,200,6.687772
2024-11-18 02,190,5.14444,190,5.6588840000000005
2024-11-18 03,200,3.086664,220,5.14444
2024-11-18 04,210,1.543332,220,5.14444
2024-11-18 05,190,2.57222,220,4.115552
2024-11-18 06,200,3.086664,200,3.086664
2024-11-18 07,220,1.543332,220,4.115552
2024-11-18 08,200,2.057776,220,4.629996
2024-11-18 09,220,2.057776,220,3.601108
2024-11-18 10,220,1.543332,220,3.601108
2024-11-18 11,220,2.057776,230,3.601108
2024-11-18 12,230,2.057776,230,1.543332
2024-11-18 13,0,0,310,2.057776
2024-11-18 14,220,1.543332,310,1.543332
2024-11-18 15,240,2.057776,0,0
2024-11-18 16,220,3.086664,330,2.57222
2024-11-18 17,220,2.057776,310,2.57222
2024-11-18 18,350,2.57222,360,2.57222
2024-11-18 19,10,2.57222,10,2.057776
2024-11-18 20,30,2.57222,40,2.057776
2024-11-18 21,40,2.57222,40,2.057776
2024-11-18 22,40,3.086664,40,3.086664
2024-11-18 23,60,3.601108,50,3.086664
2024-11-19 00,60,2.57222,60,3.086664
2024-11-19 01,80,3.086664,60,3.601108
2024-11-19 02,90,3.086664,90,2.057776
2024-11-19 03,100,3.086664,0,0
2024-11-19 04,120,2.057776,0,0
2024-11-19 05,120,2.057776,140,2.057776
2024-11-19 06,120,4.115552,110,3.086664
2024-11-19 07,110,4.115552,140,5.14444
2024-11-19 08,120,2.57222,150,3.086664
2024-11-19 09,140,3.601108,140,3.601108
2024-11-19 10,160,2.57222,140,4.629996
2024-11-19 11,140,3.601108,140,4.629996
2024-11-19 12,140,5.14444,140,7.202216
2024-11-19 13,160,4.115552,150,6.173328
2024-11-19 14,160,5.14444,150,6.173328
2024-11-19 15,160,6.173328,150,5.6588840000000005
2024-11-19 16,160,6.173328,150,5.6588840000000005
2024-11-19 17,180,5.14444,140,6.173328
2024-11-19 18,180,4.629996,160,7.71666
2024-11-19 19,180,4.629996,160,4.629996
2024-11-19 20,180,4.629996,160,4.115552
2024-11-19 21,180,4.629996,170,4.115552
2024-11-19 22,180,3.601108,160,4.629996
2024-11-19 23,180,3.601108,150,3.086664
2024-11-20 00,190,3.601108,160,4.629996
2024-11-20 01,210,3.601108,180,5.6588840000000005
2024-11-20 02,260,3.086664,240,5.6588840000000005
2024-11-20 03,290,2.57222,250,4.629996
2024-11-20 04,230,1.543332,230,2.57222
2024-11-20 05,220,1.543332,200,2.057776
2024-11-20 06,0,0,0,0
2024-11-20 07,200,2.057776,150,1.543332
2024-11-20 08,180,1.543332,160,2.057776
2024-11-20 09,160,2.57222,140,3.086664
2024-11-20 10,140,2.57222,140,3.086664
2024-11-20 11,180,2.057776,150,3.086664
2024-11-20 12,200,3.086664,160,4.115552
2024-11-20 13,230,1.543332,150,4.629996
2024-11-20 14,170,3.601108,150,4.629996
2024-11-20 15,220,4.629996,170,5.6588840000000005
2024-11-20 16,160,4.629996,150,6.687772
2024-11-20 17,170,6.173328,160,6.173328
2024-11-20 18,190,5.14444,180,5.6588840000000005
2024-11-20 19,260,9.774436,260,15.43332
2024-11-20 20,270,11.317768000000001,250,14.404432
2024-11-20 21,260,8.745548,260,11.317768000000001
2024-11-20 22,270,6.173328,270,15.947764000000001
2024-11-20 23,260,8.231104,260,15.43332
2024-11-21 00,220,3.601108,230,7.71666
2024-11-21 01,210,3.601108,210,7.202216
2024-11-21 02,220,3.601108,210,6.687772
2024-11-21 03,210,4.629996,220,6.687772
2024-11-21 04,210,3.601108,210,7.71666
2024-11-21 05,230,6.173328,210,5.6588840000000005
2024-11-21 06,240,6.173328,220,5.6588840000000005
2024-11-21 07,220,4.115552,210,5.6588840000000005
2024-11-21 08,220,5.6588840000000005,220,6.687772
2024-11-21 09,210,3.086664,210,7.71666
2024-11-21 10,230,5.14444,210,6.173328
2024-11-21 11,200,2.57222,210,6.173328
2024-11-21 12,210,3.601108,180,2.57222
2024-11-21 13,210,3.086664,220,4.115552
2024-11-21 14,200,3.601108,190,4.629996
2024-11-21 15,240,7.202216,220,5.14444
2024-11-21 16,250,5.14444,220,6.173328
2024-11-21 17,240,6.687772,220,5.6588840000000005
2024-11-21 18,260,6.173328,210,6.687772
2024-11-21 19,250,6.173328,220,6.687772
2024-11-21 20,250,5.14444,230,6.687772
2024-11-21 21,220,5.14444,200,5.6588840000000005
2024-11-21 22,240,7.71666,220,4.629996
2024-11-21 23,250,6.173328,210,5.6588840000000005
2024-11-22 00,250,5.14444,230,6.173328
2024-11-22 01,250,5.14444,220,6.687772
2024-11-22 02,230,5.14444,210,7.71666
2024-11-22 03,230,3.601108,220,7.71666
2024-11-22 04,240,5.6588840000000005,210,4.115552
2024-11-22 05,260,5.14444,180,3.601108
2024-11-22 06,260,5.14444,340,6.173328
2024-11-22 07,250,4.115552,310,7.71666
2024-11-22 08,240,4.115552,310,7.71666
2024-11-22 09,250,5.14444,300,10.803324
2024-11-22 10,260,4.115552,300,10.28888
2024-11-22 11,250,5.6588840000000005,300,10.803324
2024-11-22 12,250,5.6588840000000005,300,12.8611
2024-11-22 13,250,6.173328,300,13.889988
2024-11-22 14,270,5.14444,300,11.832212
2024-11-22 15,300,6.687772,300,13.375544
2024-11-22 16,300,6.173328,310,11.317768000000001
2024-11-22 17,300,6.687772,310,12.8611
2024-11-22 18,310,9.774436,310,14.404432
2024-11-22 19,310,8.231104,310,14.404432
2024-11-22 20,310,7.71666,310,14.918876000000001
2024-11-22 21,310,9.774436,310,14.918876000000001
2024-11-22 22,320,10.803324,320,16.462208
2024-11-22 23,330,9.774436,320,15.43332
2024-11-23 00,330,9.774436,320,13.375544
2024-11-23 01,320,10.28888,320,13.375544
2024-11-23 02,330,10.803324,320,14.404432
2024-11-23 03,320,9.259992,320,12.346656
2024-11-23 04,330,10.28888,320,11.832212
2024-11-23 05,310,7.71666,320,10.803324
2024-11-23 06,320,7.202216,320,10.803324
2024-11-23 07,310,5.14444,310,10.803324
2024-11-23 08,310,5.6588840000000005,300,11.832212
2024-11-23 09,310,6.687772,310,10.28888
2024-11-23 10,300,6.687772,300,9.774436
2024-11-23 11,310,5.6588840000000005,300,10.803324
2024-11-23 12,310,6.173328,310,10.28888
2024-11-23 13,300,4.629996,310,11.317768000000001
2024-11-23 14,320,5.6588840000000005,310,9.774436
2024-11-23 15,310,6.687772,310,9.774436
2024-11-23 16,290,8.745548,290,9.259992
2024-11-23 17,300,7.202216,280,9.774436
2024-11-23 18,280,5.14444,270,10.803324
2024-11-23 19,270,5.6588840000000005,280,8.745548
2024-11-23 20,270,7.202216,260,10.28888
2024-11-23 21,260,4.629996,260,10.28888
2024-11-23 22,260,4.115552,270,8.745548
2024-11-23 23,260,5.6588840000000005,270,9.259992
2024-11-24 00,250,4.115552,260,9.774436
2024-11-24 01,260,4.629996,270,10.28888
2024-11-24 02,260,4.629996,260,9.259992
2024-11-24 03,250,5.14444,240,7.202216
2024-11-24 04,250,5.14444,240,7.71666
2024-11-24 05,250,5.14444,240,7.202216
2024-11-24 06,240,5.14444,230,6.173328
2024-11-24 07,230,4.629996,220,6.173328
2024-11-24 08,240,5.14444,220,5.14444
2024-11-24 09,250,5.6588840000000005,220,6.687772
2024-11-24 10,240,6.173328,230,7.202216
2024-11-24 11,260,4.629996,220,5.14444
2024-11-24 12,250,5.14444,210,5.6588840000000005
2024-11-24 13,230,3.601108,230,6.173328
2024-11-24 14,230,3.601108,230,6.173328
2024-11-24 15,250,6.687772,210,6.173328
2024-11-24 16,250,6.173328,220,6.173328
2024-11-24 17,250,4.629996,220,5.6588840000000005
2024-11-24 18,230,4.629996,230,5.14444
2024-11-24 19,230,3.601108,230,3.601108
2024-11-24 20,200,2.57222,220,2.57222
2024-11-24 21,0,0,210,2.057776
2024-11-24 22,0,0,220,2.057776
2024-11-24 23,110,2.57222,120,1.543332
2024-11-25 00,100,2.57222,80,1.543332
2024-11-25 01,110,2.057776,90,2.057776
2024-11-25 02,120,2.57222,130,3.086664
2024-11-25 03,120,1.543332,140,3.086664
2024-11-25 04,140,2.057776,140,2.57222
2024-11-25 05,130,2.057776,130,3.086664
2024-11-25 06,130,2.57222,140,4.115552
2024-11-25 07,140,3.086664,140,6.173328
2024-11-25 08,140,3.601108,140,7.71666
2024-11-25 09,140,3.601108,140,7.71666
2024-11-25 10,160,4.629996,140,6.687772
2024-11-25 11,140,5.6588840000000005,150,7.71666
2024-11-25 12,170,5.14444,150,7.202216
2024-11-25 13,170,3.601108,150,7.71666
2024-11-25 14,200,4.115552,150,7.202216
2024-11-25 15,180,5.14444,140,6.173328
2024-11-25 16,190,4.629996,150,5.14444
2024-11-25 17,200,4.115552,150,4.629996
2024-11-25 18,180,5.14444,160,3.086664
2024-11-25 19,180,5.14444,150,3.601108
2024-11-25 20,180,3.601108,150,5.6588840000000005
2024-11-25 21,180,3.601108,160,5.14444
2024-11-25 22,200,3.601108,160,4.115552
2024-11-25 23,190,4.629996,150,4.115552
2024-11-26 00,190,4.115552,160,4.629996
2024-11-26 01,200,4.629996,170,5.6588840000000005
2024-11-26 02,200,4.115552,190,5.14444
2024-11-26 03,200,3.601108,200,5.6588840000000005
2024-11-26 04,300,7.71666,270,7.71666
2024-11-26 05,300,11.832212,280,9.774436
2024-11-26 06,290,7.202216,280,9.774436
2024-11-26 07,290,6.173328,290,9.774436
2024-11-26 08,270,9.259992,270,12.8611
2024-11-26 09,280,7.202216,260,12.8611
2024-11-26 10,280,6.173328,270,13.889988
2024-11-26 11,270,6.687772,270,12.346656
2024-11-26 12,270,6.687772,250,10.28888
2024-11-26 13,260,7.71666,240,9.774436
2024-11-26 14,260,7.71666,250,9.259992
2024-11-26 15,270,8.231104,240,9.259992
2024-11-26 16,240,9.774436,260,9.259992
2024-11-26 17,240,8.745548,240,9.774436
2024-11-26 18,230,8.231104,230,9.259992
2024-11-26 19,230,9.774436,220,7.71666
2024-11-26 20,220,7.202216,220,7.202216
2024-11-26 21,220,5.14444,220,6.687772
2024-11-26 22,230,4.629996,220,5.6588840000000005
2024-11-26 23,230,4.629996,220,6.173328
2024-11-27 00,230,5.14444,220,6.173328
2024-11-27 01,230,4.115552,230,6.687772
2024-11-27 02,250,4.629996,240,8.231104
2024-11-27 03,260,4.115552,240,7.202216
2024-11-27 04,250,4.629996,240,7.71666
2024-11-27 05,260,3.086664,220,6.173328
2024-11-27 06,230,2.57222,230,4.629996
2024-11-27 07,230,3.601108,210,4.629996
2024-11-27 08,230,3.601108,210,5.14444
2024-11-27 09,210,3.086664,210,4.629996
2024-11-27 10,200,2.057776,180,2.57222
2024-11-27 11,200,2.57222,180,3.086664
2024-11-27 12,200,2.057776,190,2.57222
2024-11-27 13,200,3.086664,180,3.086664
2024-11-27 14,210,2.57222,190,4.115552
2024-11-27 15,200,2.57222,200,2.057776
2024-11-27 16,180,2.57222,140,3.086664
2024-11-27 17,150,2.57222,150,2.57222
2024-11-27 19,140,1.543332,130,2.57222
2024-11-27 20,100,2.057776,100,2.057776
2024-11-27 21,90,3.601108,160,2.57222
2024-11-27 22,130,2.57222,120,2.57222
2024-11-27 23,120,3.601108,150,4.115552
2024-11-28 00,100,3.086664,120,2.057776
2024-11-28 02,160,4.629996,130,4.115552
2024-11-28 03,150,3.086664,140,2.57222
2024-11-28 04,130,3.086664,130,2.057776
2024-11-28 05,130,1.543332,140,2.57222
2024-11-28 06,110,2.57222,80,1.543332
2024-11-28 07,30,2.57222,50,2.057776
2024-11-28 08,40,2.057776,100,2.057776
2024-11-28 09,0,0,70,1.543332
2024-11-28 10,290,1.543332,0,0
2024-11-28 11,270,2.57222,0,0
2024-11-28 12,260,3.086664,0,0
2024-11-28 13,10,2.57222,360,9.259992
2024-11-28 14,360,4.629996,360,8.231104
2024-11-28 15,350,4.115552,360,7.71666
2024-11-28 16,330,5.14444,330,8.231104
2024-11-28 17,290,4.629996,320,6.173328
2024-11-28 18,290,5.14444,310,7.71666
2024-11-28 19,280,5.6588840000000005,300,8.745548
2024-11-28 20,280,5.14444,270,9.259992
2024-11-28 21,240,3.601108,230,6.687772
2024-11-28 22,280,4.115552,290,8.745548
2024-11-28 23,230,2.57222,280,7.71666
2024-11-29 00,250,5.6588840000000005,240,7.71666
2024-11-29 01,240,6.687772,230,7.71666
2024-11-29 02,240,5.14444,230,7.71666
2024-11-29 03,250,4.115552,220,7.71666
2024-11-29 04,240,4.629996,210,6.687772
2024-11-29 05,240,5.6588840000000005,230,8.231104
2024-11-29 06,260,7.202216,240,9.259992
2024-11-29 07,250,8.231104,220,9.259992
2024-11-29 08,250,5.6588840000000005,230,9.774436
2024-11-29 09,250,6.173328,230,9.774436
2024-11-29 10,240,6.173328,220,8.231104
2024-11-29 11,240,5.6588840000000005,230,10.803324
2024-11-29 12,250,9.774436,220,8.231104
2024-11-29 13,240,6.687772,220,8.745548
2024-11-29 14,240,7.71666,220,9.774436
2024-11-29 15,240,9.259992,220,10.803324
2024-11-29 16,250,7.202216,230,9.259992
2024-11-29 17,260,9.774436,240,11.317768000000001
2024-11-29 18,250,9.774436,230,10.28888
2024-11-29 19,250,8.745548,240,10.28888
2024-11-29 20,240,9.259992,220,10.803324
2024-11-29 21,250,8.745548,230,11.317768000000001
2024-11-29 22,250,7.202216,250,12.346656
2024-11-29 23,240,7.71666,220,10.803324
2024-11-30 00,240,8.745548,230,10.28888
2024-11-30 01,260,8.745548,220,10.803324
2024-11-30 02,250,7.71666,220,10.28888
2024-11-30 03,240,6.173328,220,8.745548
2024-11-30 04,240,6.173328,220,10.28888
2024-11-30 05,240,6.687772,220,10.803324
2024-11-30 06,250,5.6588840000000005,220,7.202216
2024-11-30 07,250,6.687772,220,9.259992
2024-11-30 08,240,7.202216,220,9.774436
2024-11-30 09,240,6.687772,220,9.259992
2024-11-30 10,230,7.202216,220,9.259992
2024-11-30 11,230,7.71666,230,8.231104
2024-11-30 12,240,7.71666,220,8.231104
2024-11-30 13,240,5.6588840000000005,210,8.745548
2024-11-30 14,220,8.745548,210,8.231104
2024-11-30 15,220,9.259992,210,8.745548
2024-11-30 16,230,7.71666,220,8.745548
2024-11-30 17,240,7.202216,220,6.687772
2024-11-30 18,220,6.687772,210,8.231104
2024-11-30 19,240,6.173328,220,8.231104
2024-11-30 20,240,6.173328,210,7.71666
2024-11-30 21,230,6.687772,220,7.71666
2024-11-30 22,240,3.086664,220,7.71666
2024-11-30 23,210,2.057776,210,5.14444
2024-12-01 00,190,2.57222,200,4.115552
2024-12-01 01,200,3.601108,210,6.173328
2024-12-01 02,220,3.601108,220,7.71666
2024-12-01 03,220,3.601108,220,7.202216
2024-12-01 04,230,4.629996,220,8.231104
2024-12-01 05,240,5.14444,210,8.231104
2024-12-01 06,230,4.629996,210,6.687772
2024-12-01 07,220,4.115552,210,7.202216
2024-12-01 08,230,4.629996,210,6.687772
2024-12-01 09,230,4.629996,210,6.687772
2024-12-01 10,220,4.629996,220,6.687772
2024-12-01 11,230,5.14444,220,6.173328
2024-12-01 12,230,4.115552,210,7.71666
2024-12-01 13,230,6.173328,220,7.202216
2024-12-01 14,230,5.14444,220,9.774436
2024-12-01 15,240,6.687772,210,7.202216
2024-12-01 16,230,5.6588840000000005,220,8.231104
2024-12-01 17,250,6.173328,220,7.71666
2024-12-01 18,240,6.173328,220,7.71666
2024-12-01 19,230,6.687772,220,8.231104
2024-12-01 20,240,6.687772,220,8.745548
2024-12-01 21,230,4.629996,210,6.687772
2024-12-01 22,230,5.14444,210,7.202216
2024-12-01 23,230,5.6588840000000005,210,7.202216
2024-12-02 00,240,5.6588840000000005,220,8.231104
2024-12-02 01,250,6.173328,210,7.202216
2024-12-02 02,240,6.173328,210,7.202216
2024-12-02 03,250,6.173328,220,8.745548
2024-12-02 04,240,6.173328,220,9.259992
2024-12-02 05,240,6.173328,220,7.71666
2024-12-02 06,250,7.202216,220,7.71666
2024-12-02 07,240,5.6588840000000005,230,8.745548
2024-12-02 08,240,5.6588840000000005,210,7.202216
2024-12-02 09,240,5.14444,220,7.71666
2024-12-02 10,250,5.14444,220,7.202216
2024-12-02 11,240,5.6588840000000005,230,6.173328
2024-12-02 12,230,4.629996,220,6.173328
2024-12-02 13,240,4.629996,220,7.202216
2024-12-02 14,230,5.14444,220,8.231104
2024-12-02 15,240,5.6588840000000005,230,7.202216
2024-12-02 16,250,6.687772,240,8.745548
2024-12-02 17,260,7.202216,230,7.71666
2024-12-02 18,250,7.202216,240,7.202216
2024-12-02 19,250,6.687772,240,7.71666
2024-12-02 20,270,5.6588840000000005,230,6.687772
2024-12-02 21,270,5.14444,250,7.71666
2024-12-02 22,270,6.687772,240,7.71666
2024-12-02 23,270,7.202216,260,10.28888
2024-12-03 00,270,6.173328,250,10.28888
2024-12-03 01,270,5.6588840000000005,240,10.28888
2024-12-03 02,260,6.173328,240,9.774436
2024-12-03 03,260,6.173328,250,9.774436
2024-12-03 04,260,5.6588840000000005,240,9.259992
2024-12-03 05,260,5.14444,240,8.231104
2024-12-03 06,250,5.6588840000000005,230,7.202216
2024-12-03 07,260,3.601108,240,7.202216
2024-12-03 08,260,3.601108,240,8.231104
2024-12-03 09,240,4.629996,230,7.71666
2024-12-03 10,250,4.629996,220,5.14444
2024-12-03 11,230,4.629996,210,6.173328
2024-12-03 12,240,6.173328,220,6.687772
2024-12-03 13,240,5.6588840000000005,220,6.173328
2024-12-03 14,210,5.14444,220,5.6588840000000005
2024-12-03 15,230,5.14444,210,6.173328
2024-12-03 16,230,6.173328,230,5.6588840000000005
2024-12-03 17,250,6.173328,230,4.629996
2024-12-03 18,220,5.6588840000000005,240,6.687772
2024-12-03 19,230,5.6588840000000005,210,6.173328
2024-12-03 20,240,5.6588840000000005,220,7.202216
2024-12-03 21,250,6.173328,250,7.202216
2024-12-03 22,250,3.601108,220,6.173328
2024-12-03 23,220,4.115552,210,5.6588840000000005
2024-12-04 00,220,4.629996,190,5.6588840000000005
2024-12-04 01,220,3.086664,220,6.687772
2024-12-04 02,220,4.629996,210,7.71666
2024-12-04 03,210,5.6588840000000005,200,7.202216
2024-12-04 04,200,6.687772,200,5.6588840000000005
2024-12-04 05,210,5.6588840000000005,200,6.687772
2024-12-04 06,200,5.6588840000000005,190,6.687772
2024-12-04 07,200,6.687772,200,7.202216
2024-12-04 08,200,5.6588840000000005,190,6.173328
2024-12-04 09,180,7.202216,180,8.745548
2024-12-04 10,190,7.71666,190,7.71666
2024-12-04 11,190,7.71666,180,9.774436
2024-12-04 12,190,7.202216,180,11.832212
2024-12-04 13,200,7.202216,180,10.803324
2024-12-04 14,190,6.687772,160,11.317768000000001
2024-12-04 15,190,7.202216,180,8.745548
2024-12-04 16,200,9.259992,170,10.28888
